Bidang,Major Project,Nama Jabatan/Bidang,Jenis Jabatan,Tugas,Level Competency Permenpan 38 Tahun 2017,Level Competency SKKNI,,,,,,,,,,,,,,,,,
Bencana,Penguatan Sistem Peringatan Dini Bencana,Perencana,JF,"mempunyai ruang lingkup tugas, tanggung jawab, dan wewenang, untuk melaksanakan kegiatan perencanaan pembangunan di Instansi Pusat dan Instansi Daerah",Kompetensi JF Level 2 - 4,Kompetensi Level 7,,,,,,,,,,,,,,,,,
Bencana,Penguatan Sistem Peringatan Dini Bencana,Pranata Komputer,JF,"merencanakan, menganalisis, merancang, mengimplementasikan, mengembangkan dan atau mengoperasikan sistem informasi berbasis komputer",Kompetensi JF Level 2 - 4,Kompetensi Level 7,,,,,,,,,,,,,,,,,
Bencana,Penguatan Sistem Peringatan Dini Bencana,Bidang Penanggulangan Bencana Daerah,JPT,"Menyusun kebijakan teknis, melaksanakan tugas dukungan teknis, memantau, evaluasi, dan melaporkan pelaksanaan tugas dukungan teknis pembinaan teknis penyelenggaraan fungsi penunjang Urusan Pemerintahan Daerah di bidang penanggulangan bencana",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Bencana,Penguatan Sistem Peringatan Dini Bencana,Bidang kesehatan,JPT,"Merumuskan kebijakan, melaksanaan kebijakan, melaksanakan evaluasi dan pelaporan dan melaksanakan administrasi di bidang kesehatan.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Bencana,Penguatan Sistem Peringatan Dini Bencana,Bidang Pengelolaan dan Infrastruktur Informasi Geospasial,JPT,"merumuskan, melaksanakan, dan
 mengendalikan pelaksanaan kebijakan teknis di bidang
 infrastruktur informasi geospasial.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Bencana,Penguatan Sistem Peringatan Dini Bencana,Bidang Informasi Geospasial Dasar,JPT,"merumuskan, melaksanakan, dan mengendalikan pelaksanaan kebijakan teknis di bidang informasi geospasial dasar",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Bencana,Penguatan Sistem Peringatan Dini Bencana,Standardisasi dan Kelembagaan Informasi Geospasial,JPT,"melaksanakan penyiapan penyusunan rencana dan program, perumusan dan pengendalian kebijakan teknis, dan pelaksanaan kerja sama teknis di bidang standardisasi dan kelembagaan informasi geospasial di bidang standardisasi dan kelembagaan informasi geospasial serta standardisasi di bidang informasi geospasial, akreditasi kepada lembaga sertifikasi di bidang informasi geospasial, dan pembinaan terhadap jabatan fungsional surveyor pemetaan pada lingkup nasional.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Bencana,Penguatan Sistem Peringatan Dini Bencana,Pemetaan Kelautan dan Lingkungan Pantai,JPT,"melaksanakan penyiapan penyusunan rencana dan program, perumusan dan pengendalian kebijakan teknis, pengumpulan, pengolahan, penyimpanan, dan penggunaan data dan informasi geospasial dasar, dan pelaksanaan kerja sama teknis di bidang pemetaan kelautan dan lingkungan pantai termasuk garis pantai",Kompetensi JPT Level 4 - 6,Kompetensi Level 8 - 10,,,,,,,,,,,,,,,,,
,Penguatan NSOC - SOC dan Pembentukan 121 CSIRT,Manggala Informatika,JF,melaksanakan kegiatan penerapan sistem manajemen keamanan informasi,Kompetensi JF Level 2 - 4,Kompetensi Level 7,,,,,,,,,,,,,,,,,
,Penguatan NSOC - SOC dan Pembentukan 121 CSIRT,Software Engineering,Future Job,Mengaplikasikan prinsip matematikan dan science untuk mengembangkan software dan memecahkan masalah,Kompetensi JF Level 2 - 4,Kompetensi Level 7,,,,,,,,,,,,,,,,,
,Penguatan NSOC - SOC dan Pembentukan 121 CSIRT,Manajer Layanan Teknologi Informasi Dan Komunikasi,Future Job,"merencanakan, mengarahkan dan
 mengkoordinasikan akuisisi, pengembangan, pemeliharaan dan penggunaan sistem komputer dan
 telekomunikasi.",Kompetensi JF Level 2 - 4,Kompetensi Level 7,,,,,,,,,,,,,,,,,
,Penguatan NSOC - SOC dan Pembentukan 121 CSIRT,Programmer/Pengembang perangkat lunak,Future Job,"menerapkan prosedur pemrograman standar untuk mengembangkan suatu perangkat lunak. Mengembangkan, memodifikasi dan memelihara program; memonitor pengoperasian program; menganalisa kebutuhan pengguna serta implementasi, instalasi dan pelatihan yang berkaitan
 dengan perangkat lunak baru",Kompetensi JF Level 2 - 4,Kompetensi Level 7,,,,,,,,,,,,,,,,,
,Penguatan NSOC - SOC dan Pembentukan 121 CSIRT,Spesialis Forensik Digital,Future Job,"memeriksa berbagai bukti digital, termasuk foto dan video, perangkat digital, komputer dan jaringan data untuk kpenetingan investigasi terhadap tindakan kriminal menggunakan media digital.",Kompetensi JF Level 2 - 4,Kompetensi Level 7,,,,,,,,,,,,,,,,,
,Penguatan NSOC - SOC dan Pembentukan 121 CSIRT,Analis Kebijakan dan Standarisasi IT,Future Job,,Kompetensi JF Level 2 - 4,Kompetensi Level 7,,,,,,,,,,,,,,,,,
,Penguatan NSOC - SOC dan Pembentukan 121 CSIRT,Pengelola IT,Future Job,"Merumuskan dan melaksanakan kebijakan, menyusun norma, standar, prosedur, kriteria penyelenggaraan TIK, melaksanakan bimbingan teknis, supervisi, pemantauan, evaluasi, dan pelaporan, pengembangan akses intranet dan internet, layanan sistem komunikasi intra Pemerintah, layanan pengembangan dan pengelolaan aplikasi terintegrasi, Pengembangan Sumber Daya TIK dan Masyarakat",Kompetensi JF Level 2 - 4,Kompetensi Level 7,,,,,,,,,,,,,,,,,
,Penguatan NSOC - SOC dan Pembentukan 121 CSIRT,AI/Spesialis/teknisi Robotik,Future Job,"membangun, menginstal, menguji, atau memelihara peralatan robotik atau sistem produksi otomatis terkait.",Kompetensi JF Level 2 - 4,Kompetensi Level 7,,,,,,,,,,,,,,,,,
,Penguatan NSOC - SOC dan Pembentukan 121 CSIRT,Ahli Keamanan Siber,Future Job,"memantau jaringan dan sistem, mendeteksi ancaman keamanan, menganalisis dan melaporkan ancaman, dan upaya penyusupan, tergantung pada tingkat keparahannya. merancang berbagai strategi dan sistem pertahanan terhadap penyusup, termasuk memonitor sistem untuk setiap aktivitas yang tidak biasa. mengembangkan lapisan perlindungan baru dan memperbarui sistem keamanan,  menjalankan diagnostik pada setiap perubahan informasi untuk memverifikasi pelanggaran yang tidak terdeteksi.",Kompetensi JF Level 2 - 4,Kompetensi Level 7,,,,,,,,,,,,,,,,,
,Penguatan NSOC - SOC dan Pembentukan 121 CSIRT,Bidang Pengkajian Pengembangan Teknologi Keamanan Siber dan Sandi,JPT,melaksanakan pengkajian dan pengembangan teknologi keamanan siber dan sandi.,Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
,Penguatan NSOC - SOC dan Pembentukan 121 CSIRT,Bidang Data Teknologi Informasi Komunikasi,JPT,"perencanaan, pelaksanaan, evaluasi, dan pelaporan di bidang data dan teknologi informasi komunikasi.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
,Penguatan NSOC - SOC dan Pembentukan 121 CSIRT,Bidang Strategi dan Kebijakan Keamanan Siber dan Sandi,JPT,menyelenggarakan perumusan kebijakan teknis di bidang sistem dan strategi keamanan siber dan sandi.,Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
,Penguatan NSOC - SOC dan Pembentukan 121 CSIRT,Bidang Strategi Keamanan Siber dan Sandi,JPT,melaksanakan koordinasi dan perumusan kebijakan teknis di bidang strategi keamanan siber dan sandi.,Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
,Penguatan NSOC - SOC dan Pembentukan 121 CSIRT,Bidang Kebijakan Tata Kelola Keamanan Siber dan Sandi,JPT,melaksanakan koordinasi dan perumusan kebijakan teknis di bidang tata kelola keamanan siber dan sandi.,Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
,Penguatan NSOC - SOC dan Pembentukan 121 CSIRT,Bidang Kebijakan Teknologi Keamanan Siber dan Sandi,JPT,melaksanakan koordinasi dan perumusan kebijakan teknis di bidang teknologi keamanan siber dan sandi.,Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
,Penguatan NSOC - SOC dan Pembentukan 121 CSIRT,Bidang Operasi Keamanan Siber dan Sandi,JPT,menyelenggarakan perumusan dan pelaksanaan kebijakan teknis di bidang operasi keamanan siber dan sandi.,Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
,Penguatan NSOC - SOC dan Pembentukan 121 CSIRT,Komunikasi dan informatika,JPT,"Merumuskan kebijakan, melaksanakan kebijakan, melaksanakan evaluasi dan pelaporan, dan melaksanakan administrasi di bidang komunikasi dan informatika",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
,Penguatan NSOC - SOC dan Pembentukan 121 CSIRT,Operasi Sandi,JPT,Memimpin dan bertanggung jawab atas pelaksanaan tugas dan fungsi BSSN.,Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
,Penguatan NSOC - SOC dan Pembentukan 121 CSIRT,Keamanan Siber dan Sandi Pemerintahan dan Pembangunan Manusia,JPT,"Menyelenggarakan perumusan
 dan pelaksanaan kebijakan teknis di bidang peningkatan kapasitas keamanan siber dan sandi pada sektor pemerintahan
 dan pembangunan manusia",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
,Penguatan NSOC - SOC dan Pembentukan 121 CSIRT,Keamanan Siber dan Sandi Pemerintah Pusat,JPT,"Melaksanakan perumusan dan pelaksanaan kebijakan teknis di bidang peningkatan kapasitas keamanan siber dan sandi sektor pemerintah pusat, pertahanan, dan penegakan hukum.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
,Penguatan NSOC - SOC dan Pembentukan 121 CSIRT,Keamanan Siber dan Sandi Pemerintah Daerah,JPT,"Melaksanakan perumusan, dan pelaksanaan kebijakan teknis di bidang peningkatan kapasitas keamanan siber dan sandi sektor pemerintah daerah.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
,Penguatan NSOC - SOC dan Pembentukan 121 CSIRT,"Keamanan Siber dan Sandi Keuangan, Perdagangan dan Pariwisata",JPT,"Melaksanakan perumusan dan pelaksanaan kebijakan teknis di bidang peningkatan kapasitas keamanan siber dan sandi sektor keuangan, perdagangan, pariwisata, dan ekonomi kreatif.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
,Penguatan NSOC - SOC dan Pembentukan 121 CSIRT,Keamanan Siber dan Sandi Energi dan Sumber Daya Alam,JPT,"Melaksanakan perumusan dan pelaksanaan di bidang peningkatan kapasitas keamanan siber dan sandi sektor energi, sumber daya mineral, pangan, dan kehutanan.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
,Penguatan NSOC - SOC dan Pembentukan 121 CSIRT,"Keamanan Siber dan Sandi Teknologi Informasi dan Komunikasi, Media dan Transportasi",JPT,"Menyelenggarakan perumusan dan pelaksanaan kebijakan teknis di bidang peningkatan kapasitas keamanan siber dan
 sandi sektor teknologi informasi dan komunikasi, media,
 transportasi, serta logistik.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
,Penguatan NSOC - SOC dan Pembentukan 121 CSIRT,Keamanan Siber dan Sandi Industri,JPT,"Menyelenggarakan perumusan, pelaksanaan, evaluasi dan pelaporan kebijakan teknis di bidang peningkatan kapasitas keamanan siber dan sandi sektor industri dan jasa konstruksi.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
,Penguatan NSOC - SOC dan Pembentukan 121 CSIRT,Politeknik Siber dan Sandi Negara,JPT,Menyelenggarakan pendidikan vokasi di bidang keamanan siber dan kriptografi.,Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Kelautan,Penguatan Keamanan Laut di Natuna,Analis keamanan laut,Future Job,"Menerapkan Sistem Manajemen Keselamatan dan Kesehatan Kerja dan Lingkungan (SMK3-L); Mempersiapkan referensi yang relevan di bidang verifikasi teknis dan penerbitan perizinan pemanfaatan ruang laut; Mempersiapkan bahan penyusunan norma, standar, prosedur, dan kriteria di bidang verifikasi teknis dan penerbitan perizinan pemanfaatan ruang laut; Mempersiapkan bahan pemberian bimbingan teknis di bidang verifikasi teknis dan penerbitan perizinan pemanfaatan ruang laut; Mempersiapkan bahan pelaksanaan evaluasi dan pelaporan di bidang verifikasi teknis dan penerbitan perizinan pemanfaatan ruang laut; Melakukan pendampingan penyusunan naskah akademis dan naskah rancangan peraturan terkait perizinan pemanfaatan ruang laut; Menyusun laporan; Menggunakan teknologi komputasi dan informasi; Menerapkan teknik komunikasi. Membuat dokumentasi hasil kajian; Merumuskan rekomendasi teknis perencanaan ruang laut; Mengembangkan tata ruang Laut; Mengembangkan rencana zonasi kawasan strategis; Mengembangkan rencana zonasi wilayah pesisir dan pulau-pulau kecil; Mengembangkan perijinan pemanfaatan ruang laut",Kompetensi JF Level 2 - 4,Kompetensi Level 7,,,,,,,,,,,,,,,,,
Kelautan,Penguatan Keamanan Laut di Natuna,Perencana dan pemanfaatan ruang laut,Future Job,"Ahli teknik konstruksi kapal mempelajari, merancang dan memberi petunjuk badan dan reka bentuk kapal, dan bangunan bagian kapal dan angkutan laut lainnya, serta merencanakan dan mengawasi pengembangan, pemasangan, pemeliharaan dan perbaikannya. Melakukan tugas yang sejenis dengan ahli teknik mesin (umum) tetapi mengkhususkan sebagai ahli di bidang perencanaan, pembuatan kapal, konsultasi dengan ahli teknik mesin kapal untuk mengkoordinasikan perencanaan kapal. Dapat mengkhususkan sebagai ahli di bidang angkutan laut tertentu seperti kapal perang, kapal pengangkut atau kapal penumpang.",Kompetensi JF Level 2 - 4,Kompetensi Level 7,,,,,,,,,,,,,,,,,
Kelautan,Penguatan Keamanan Laut di Natuna,Ahli teknik konstruksi kapal,Future Job,,Kompetensi JF Level 2 - 4,Kompetensi Level 7,,,,,,,,,,,,,,,,,
Kelautan,Penguatan Keamanan Laut di Natuna,Polisi khusus wilayah pesisir dan pulau-pulau kecil,JF,melaksanakan analisis pengusahaan jasa kelautan,Kompetensi JF Level 2 - 4,Kompetensi Level 7,,,,,,,,,,,,,,,,,
Kelautan,Penguatan Keamanan Laut di Natuna,Analis pengusahaan jasa kelautan*,JF 2020 - 2021,Melaksanakan kegiatan keselamatan pelayaran dan kelancaran lalu lintas angkutan laut,Kompetensi JF Level 2 - 4,Kompetensi Level 7,,,,,,,,,,,,,,,,,
Kelautan,Penguatan Keamanan Laut di Natuna,Pengawas Keselamatan Pelayaran,JF,"perencanaan pengawasan keselamatan pelayaran, kenavigasian, pemeriksaan kelaiklautan kapal dan manajemen keselamatan kapal, pemanduan, penegakan hukum di laut dan penyelamatan, kesyahbandaran dan kelancaran lalu lintas angkutan laut.",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
,Non Major Project,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Visi Reformasi Birokrasi,,Analis Kelembagaan,Future Job,"membantu organisasi untuk mencapai efisiensi yang lebih besar dan memecahkan masalah organisasi. mempelajari struktur, metode, sistem dan prosedur organisasi.",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Visi Reformasi Birokrasi,,Analis Reformasi Birokrasi,Future Job,,Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Visi Reformasi Birokrasi,,Analisis Pengaduan Masyarakat,JF,Melaksanakan Penatakelolaan Perusahaan Negara,Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Visi Reformasi Birokrasi,,Penata Kelola Perusahaan Negara,JF 2020 - 2021,melaksanakan Penatakelolaan Perusahaan Negara.,Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Visi Reformasi Birokrasi,,Penata Mediasi Sengketa Hak Asasi Manusia,JF 2020 - 2021,melaksanakan dukungan teknis dalam pelaksanaan Mediasi tentang Hak Asasi Manusia.,Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Visi Reformasi Birokrasi,,Kurator Keperdataan,JF 2020 - 2021,melaksanakan pengurusan kepentingan subjek hukum dalam rangka menjalankan putusan atau penetapan pengadilan dan/atau kepentingan demi hukum di bidang harta peninggalan.,Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Visi Reformasi Birokrasi,,Analis Hukum,JF,"melakukan kegiatan analisis dan evaluasi di bidang peraturan perundang undangan dan hukum tidak tertulis, pembentukan peraturan perundang-undangan, permasalahan hukum, pengawasan pelaksanaan peraturan perundang-undangan, dokumen perjanjian dan pelaksanaan perjanjian, pelayanan hukum, perizinan, informasi hukum, dan advokasi hukum",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Visi Reformasi Birokrasi,,Penata Kehakiman,Future Job,"melaksanakan dukungan teknis operasional dalam rangka menjaga dan menegakkan kehormatan, keluhuran martabat, serta perilaku hakim, dan mengusulkan pengangkatan Hakim Agung, dan Hakim Ad hoc di Mahkamah Agung",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Visi Reformasi Birokrasi,,Analis Pemantauan Peraturan Perundang-undangan Legislatif,JF,melakukan kegiatan Penyuluhan Hukum,Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Visi Reformasi Birokrasi,,Penyuluh Hukum,JF,"melaksanakan kegiatan pengaturan, pengawasan, pengendalian dan investigasi di bidang navigasi penerbangan",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
,,Bidang Pengawasan,JPT,"merumuskan kebijakan teknis bidang pengawasan dan fasilitasi pengawasan, melaksanakan pengawasan internal terhadap kinerja dan keuangan melalui audit, reviu, evaluasi, pemantauan, dan kegiatan pengawasan lainnya. melaksanakan pengawasan untuk tujuan tertentu. menyusun laporan hasil pengawasan. melaksanakan administrasi pengawasan.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
,,Bidang Hukum,JPT,"Merumuskan kebijakan, melaksanaan kebijakan, melaksanakan evaluasi dan pelaporan dan melaksanakan administrasi di bidang hukum",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
,,Bidang otonomi daerah,JPT,"Merumuskan kebijakan, melaksanaan kebijakan, melaksanakan evaluasi dan pelaporan dan melaksanakan administrasi di bidang otonomi daerah",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
,,Bidang Perencanaan dan Pembangunan Daerah,JPT,"Merumuskan kebijakan, melaksanaan kebijakan, melaksanakan evaluasi dan pelaporan dan melaksanakan administrasi di bidang Perencanaan dan Pembangunan Daerah",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
,,Bidang Perencanaan Penelitian dan Pengembangan Daerah,JPT,"Merumuskan kebijakan, melaksanaan kebijakan, melaksanakan evaluasi dan pelaporan dan melaksanakan administrasi di bidang Penelitian dan Pengembangan Daerah",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
,,Bidang Kelembagaan,JPT,"Merumuskan kebijakan, melaksanaan kebijakan, melaksanakan evaluasi dan pelaporan dan melaksanakan administrasi di bidang kelembagaan",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
,,Bidang Pemerintahan,JPT,"Merumuskan kebijakan, melaksanaan kebijakan, melaksanakan evaluasi dan pelaporan dan melaksanakan administrasi di bidang pemerintahan",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
,,Bidang Kerjasama,JPT,"Merumuskan kebijakan, melaksanaan kebijakan, melaksanakan evaluasi dan pelaporan dan melaksanakan administrasi di bidang kerjasama",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
,,Bidang Politik,JPT,"Merumuskan kebijakan, melaksanaan kebijakan, melaksanakan evaluasi dan pelaporan dan melaksanakan administrasi di bidang politik",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
,,Bidang Penanaman Modal,JPT,"Merumuskan kebijakan, melaksanaan kebijakan, melaksanakan evaluasi dan pelaporan dan melaksanakan administrasi di bidang penanaman modal",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
,,Bidang Keuangan,JPT,"Merumuskan kebijakan, melaksanaan kebijakan, melaksanakan evaluasi dan pelaporan dan melaksanakan administrasi di bidang keuangan",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
,,Bidang Sumber Daya Manusia,JPT,"Merumuskan kebijakan, melaksanaan kebijakan, melaksanakan evaluasi dan pelaporan dan melaksanakan administrasi di bidang SDM",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
,,Bidang Standardisasi Kompetensi,JPT,"perumusan dan pelaksanaan kebijakan teknis, penyusunan norma, standar, prosedur, dan kriteria, pemberian bimbingan teknis dan supervisi, pemantauan, analisis, evaluasi, dan pelaporan di bidang standardisasi kompetensi ",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Visi Reformasi Birokrasi,,Bidang Hubungan Lembaga Negara dan Lembaga Masyarakat,JPT,"membantu Menteri Sekretaris Negara dalam pemberian dukungan teknis dan administrasi serta analisis kepada Presiden/Wakil Presiden dalam rangka menyelenggarakan hubungan dengan lembaga-lembaga negara, lembaga daerah, lembaga non struktural, organisasi politik, lembaga swadaya masyarakat, dan organisasi kemasyarakatan, serta penanganan pengaduan masyarakat",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Visi Reformasi Birokrasi,,Bidang Pengaduan Masyarakat,JPT,"melaksanakan penanganan pengaduan masyarakat yang disampaikan kepada Presiden, Wakil Presiden, dan/atau Menteri",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Visi Reformasi Birokrasi,,Bidang Pejabat Negara,JPT,"melaksanakan pemberian dukungan teknis, administrasi, dan analisis dalam pengangkatan, pemberhentian, dan pensiun pejabat negara, dan pejabat lainnya yang dalam proses penetapannya memerlukan pertimbangan/persetujuan Dewan Perwakilan Rakyat atau pejabat yang kedudukan dan/atau hak keuangan dan fasilitas lainnya disetarakan dengan Menteri Negara, yang wewenang penetapannya berada pada Presiden",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Visi Reformasi Birokrasi,,Bidang Kesekretariatan,JPT,"menyelenggarakan koordinasi pelaksanaan tugas, pembinaan, dan pemberian dukungan administrasi kepada seluruh unit organisasi di lingkungan Kementerian/Lembaga/Daerah",Kompetensi JPT Level 4 - 5,,,,,,,,,,,,,,,,,,
Visi Reformasi Birokrasi,,Bidang Data dan Informasi,JPT,"melaksanakan pembinaan, pengembangan dan standarisasi teknis di bidang sistem informasi, teknologi informasi, sistem komunikasi data dan persandian pertahanan negara.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Visi Reformasi Birokrasi,,Bidang Pengembangan Strategi dan Kebijakan,JPT,melaksanakan perumusan dan pelaksanaan penyusunan strategi dan kebijakan pengembangan pengadaan barang/jasa Pemerintah termasuk pengadaan badan usaha dalam rangka kerjasama Pemerintah dengan badan usaha.,Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Visi Reformasi Birokrasi,,Bidang Pengembangan Iklim Usaha dan Kerjasama Internasional,JPT,"menyiapkan rumusan strategi dan kebijakan, serta pedoman Pengadaan Barang/Jasa Pemerintah dalam rangka pengembangan iklim usaha dan kerjasama internasional",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Visi Reformasi Birokrasi,,"Bidang Monitoring, Evaluasi dan Pengembangan Sistem Informasi",JPT,"melaksanakan pemantauan, penilaian, melakukan evaluasi, dan memberikan masukan atas pelaksanaan Pengadaan Barang/Jasa Pemerintah tahun sebelumnya untuk menjadi bahan penyusunan proses perencanaan dan anggaran serta pembinaan dan pengembangan sistem informasi Pengadaan Barang/Jasa Pemerintah secara elektronik (electronic procurement)",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Visi Reformasi Birokrasi,,Bidang Pengembangan Sistem Katalog,JPT,"menyiapkan rumusan kebijakan, pengembangan, dan pemantauan pelaksanaan pengadaan melalui sistem katalog",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Visi Reformasi Birokrasi,,Bidang Pengembangan Sistem Pengadaan Secara Elektronik,JPT,"melaksanakan pengembangan sistem pengadaan secara elektronik, pengawasan dan pengelolaan serta pembinaan layanan pengadaan secara elektronik.",Kompetensi JF Level 2 - 4,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Visi Reformasi Birokrasi,,Bidang Hukum dan Penyelesaian Sanggah,JPT,"memberikan saran, pendapat, dan rekomendasi dalam penyelesaian sanggah dan permasalahan hukum lainnya di bidang pengadaan barang/jasa",Kompetensi JF Level 2 - 4,,,,,,,,,,,,,,,,,,
Visi Reformasi Birokrasi,,Bidang Advokasi Pemerintah Pusat,JPT,"melaksanakan pemberian bimbingan teknis, advokasi, pendapat, rekomendasi dan tindakan koreksi dalam proses pengadaan barang/jasa di Pemerintah Pusat",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Visi Reformasi Birokrasi,,Bidang Advokasi Pemerintah Daerah,JPT,"melaksanakan pemberian bimbingan teknis, advokasi, pendapat, rekomendasi dan tindakan koreksi dalam proses pengadaan di Pemerintah Daerah",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Visi Reformasi Birokrasi,,Bidang Penanganan Permasalahan Hukum,JPT,melaksanakan pemberian nasihat dan pendapat hukum kepada pengelola pengadaan yang sedang menghadapi permasalahan dari proses pengadaan yang telah selesai dilaksanakan dan pemberian keterangan ahli di bidang pengadaan barang/jasa pemerintah,Kompetensi JPT Level 4 - 5,,,,,,,,,,,,,,,,,,
Visi Reformasi Birokrasi,,Bidang Peraturan Perundang-Undangan,JPT,"melaksanakan perancangan peraturan perundang-undangan di bidang kepegawaian, melaksanakan dokumentasi, publikasi dan informasi peraturan perundang-undangan di bidang kepegawaian, melaksanakan sosialisasi dan bimbingan teknis, monitoring dan evaluasi peraturan perundang-undangan di bidang kepegawaian",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
